Value	Abbreviation	Standard Name	Units	Description	Code space	Code space Index
82		atmosphere_mass_content_of_atomic_bromine	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical symbol for atomic bromine is Br.	CF-44	
83		atmosphere_mass_content_of_atomic_chlorine	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical symbol for atomic chlorine is Cl.	CF-44	
84		atmosphere_mass_content_of_atomic_nitrogen	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical symbol for atomic nitrogen is N.	CF-44	
85		atmosphere_mass_content_of_benzene	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical formula for benzene is C6H6.  Benzene is the simplest aromatic hydrocarbon and has a ring structure consisting of six carbon atoms joined by alternating single and double chemical bonds. Each carbon atom is additionally bonded to one hydrogen atom. There are standard names that refer to aromatic_compounds as a group, as well as those for individual species.	CF-44	
86		atmosphere_mass_content_of_beta_pinene	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical formula for beta_pinene is C10H16.  The IUPAC name for beta-pinene is (1S,5S)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane.	CF-44	
87		atmosphere_mass_content_of_biogenic_nmvoc_expressed_as_carbon	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used. ''nmvoc'' means non methane volatile organic compounds	 ''nmvoc'' is the term used in standard names to describe the group of chemical species having this classification that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ''Biogenic'' means influenced, caused, or created by natural processes. The phrase ''expressed_as'' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.	CF-44	
88		atmosphere_mass_content_of_bromine_chloride	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical formula for bromine chloride is BrCl.	CF-44	
89		atmosphere_mass_content_of_bromine_monoxide	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical formula for bromine monoxide is BrO.	CF-44	
90		atmosphere_mass_content_of_bromine_nitrate	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  The chemical formula for bromine nitrate is BrONO2. The chemical formula for the nitrate anion is NO3-.	CF-44	
91		atmosphere_mass_content_of_brox_expressed_as_bromine	kg m-2	Content indicates a quantity per unit area.  The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used.  ''Brox''  describes a family of chemical species consisting of inorganic bromine compounds with the exception of  hydrogen bromide (HBr) and bromine nitrate (BrONO2). ''Brox'' is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity with a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ''Inorganic bromine'', sometimes referred to as Bry, describes a family of chemical species which result from the degradation of source gases containing bromine (halons, methyl bromide, VSLS) and natural inorganic bromine sources such as volcanoes, seasalt and other aerosols.  Standard names that use the term ''inorganic_bromine'' are used for quantities that contain all inorganic bromine species including HCl and ClONO2. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.	CF-44	
